59853.40011,8.711272299,1.293831746
59853.40243,8.711824878,1.294573096
59853.40474,8.711434793,1.29531125
59853.40706,8.711781528,1.2960526
59853.40937,8.711792366,1.296790754
59853.41169,8.711315628,1.297532104
59853.414,8.711673162,1.298270258
59853.41632,8.711824878,1.299011608
59853.41863,8.712269312,1.299749762
59853.42095,8.712019973,1.300491112
59853.42326,8.711456461,1.301229267
59853.42557,8.712041652,1.301967421
59853.42789,8.71225847,1.302708771
59853.4302,8.71181404,1.303446925
59853.43252,8.711889906,1.304188275
59853.43483,8.712475331,1.304926429
59853.43715,8.711575641,1.305667779
59853.43946,8.711954937,1.306405933
59853.44178,8.71193326,1.307147283
59853.44409,8.712247628,1.307885437
59853.44641,8.712117534,1.308626787
59853.44872,8.711976616,1.309364941
59853.45104,8.711478129,1.310106291
59853.45335,8.712356052,1.310844445
59853.45567,8.712410268,1.311585795
59853.45798,8.711716507,1.312323949
59853.4603,8.711575641,1.313065299
59853.46261,8.711293964,1.313803453
59853.46493,8.711944099,1.314544803
59853.46724,8.712366895,1.315282958
59853.46956,8.712616314,1.316024307
59853.47187,8.711499798,1.316762462
59853.47419,8.71219342,1.317503811
59853.4765,8.711434793,1.318241966
59853.47882,8.711998294,1.318983315
59853.48113,8.711456461,1.31972147
59853.48345,8.712475331,1.32046282
59853.48576,8.711055678,1.321200974
59853.48808,8.71225847,1.321942324
59853.49039,8.711283131,1.322680478
59853.49271,8.712453643,1.323421828
59853.49502,8.712225945,1.324159982
59853.49733,8.711879068,1.324898136
59853.49965,8.712128374,1.325639486
59853.50196,8.712507864,1.32637764
59853.50428,8.712030813,1.32711899
59853.50659,8.711889906,1.327857144
59853.50891,8.712779009,1.328598494
59853.51122,8.712280154,1.329336649
59853.51354,8.711911583,1.330077998
59853.51585,8.71225847,1.330816153
59853.51817,8.712518708,1.331557502
59853.52048,8.712692235,1.332295657
59853.5228,8.712746468,1.333037006
59853.52511,8.711543136,1.333775161
59853.52743,8.712692235,1.334516511
59853.52974,8.713180429,1.335254665
59853.53206,8.712670543,1.335996015
59853.53437,8.712431955,1.336734169
59853.53669,8.712345209,1.337475519
59853.539,8.712920032,1.338213673
59853.54132,8.712963427,1.338955023
59853.54363,8.711835716,1.339693177
59853.54595,8.711337294,1.340434527
59853.54826,8.713212983,1.341172681
59853.55058,8.711976616,1.341914031
59853.55289,8.712703082,1.342652185
59853.55521,8.712410268,1.343393535
